WTeamID,WScore,LTeamID,LScore,WLoc,W_Conf,L_Conf
Gardner-Webb,73,Campbell,61,H,Big South Conference,Big South Conference
Gardner-Webb,83,Charleston Southern,74,A,Big South Conference,Big South Conference
Gardner-Webb,70,Radford,62,A,Big South Conference,Big South Conference
Gardner-Webb,72,North Carolina-Asheville,62,N,Big South Conference,Big South Conference
Winthrop,78,Gardner-Webb,66,N,Big South Conference,Big South Conference
George Mason,68,Navy,55,H,Atlantic 10 Conference,Patriot League
George Mason,76,Longwood,65,H,Atlantic 10 Conference,Big South Conference
George Mason,80,Long Island University,74,H,Atlantic 10 Conference,Northeast Conference
George Mason,83,James Madison,70,H,Atlantic 10 Conference,Colonial Athletic Association
George Mason,65,Loyola (MD),61,H,Atlantic 10 Conference,Patriot League
Maryland,86,George Mason,63,H,Big Ten Conference,Atlantic 10 Conference
George Mason,60,Old Dominion,53,N,Atlantic 10 Conference,Conference USA
George Mason,85,Nebraska,66,N,Atlantic 10 Conference,Big Ten Conference
George Mason,68,New Mexico St.,64,N,Atlantic 10 Conference,Western Athletic Conference
George Mason,67,Jacksonville St.,60,H,Atlantic 10 Conference,Ohio Valley Conference
George Mason,68,American,53,H,Atlantic 10 Conference,Patriot League
George Mason,69,Maryland-Baltimore County,53,H,Atlantic 10 Conference,America East Conference
Texas Christian,87,George Mason,53,H,Big 12 Conference,Atlantic 10 Conference
Virginia Commonwealth,72,George Mason,59,A,Atlantic 10 Conference,Atlantic 10 Conference
St. Bonaventure,61,George Mason,49,A,Atlantic 10 Conference,Atlantic 10 Conference
George Mason,76,La Salle,63,A,Atlantic 10 Conference,Atlantic 10 Conference
George Washington,73,George Mason,67,H,Atlantic 10 Conference,Atlantic 10 Conference
Richmond,97,George Mason,87,A,Atlantic 10 Conference,Atlantic 10 Conference
George Mason,73,Massachusetts,63,H,Atlantic 10 Conference,Atlantic 10 Conference
Davidson,68,George Mason,53,H,Atlantic 10 Conference,Atlantic 10 Conference
Rhode Island,78,George Mason,64,A,Atlantic 10 Conference,Atlantic 10 Conference
St. Bonaventure,74,George Mason,65,H,Atlantic 10 Conference,Atlantic 10 Conference
Massachusetts,69,George Mason,67,H,Atlantic 10 Conference,Atlantic 10 Conference
George Mason,72,Virginia Commonwealth,67,A,Atlantic 10 Conference,Atlantic 10 Conference
George Washington,73,George Mason,67,A,Atlantic 10 Conference,Atlantic 10 Conference
Richmond,65,George Mason,50,H,Atlantic 10 Conference,Atlantic 10 Conference
George Mason,62,St. Joseph's,55,H,Atlantic 10 Conference,Atlantic 10 Conference
Dayton,62,George Mason,55,A,Atlantic 10 Conference,Atlantic 10 Conference
Duquesne,81,George Mason,78,H,Atlantic 10 Conference,Atlantic 10 Conference
St. Louis,69,George Mason,57,A,Atlantic 10 Conference,Atlantic 10 Conference
George Mason,65,Fordham,61,A,Atlantic 10 Conference,Atlantic 10 Conference
George Mason,77,St. Joseph's,70,N,Atlantic 10 Conference,Atlantic 10 Conference
Towson,72,George Washington,58,H,Colonial Athletic Association,Atlantic 10 Conference
George Washington,76,Howard,62,H,Atlantic 10 Conference,Mid-Eastern Athletic Conference
American,67,George Washington,65,A,Patriot League,Atlantic 10 Conference
Morgan St.,68,George Washington,64,A,Mid-Eastern Athletic Conference,Atlantic 10 Conference
Missouri-Kansas City,74,George Washington,68,N,Western Athletic Conference,Atlantic 10 Conference
George Washington,78,Evansville,70,N,Atlantic 10 Conference,Missouri Valley Conference
George Washington,66,Milwaukee,63,N,Atlantic 10 Conference,Horizon League
South Carolina,74,George Washington,65,H,Southeastern Conference,Atlantic 10 Conference
George Washington,64,Boston University,63,H,Atlantic 10 Conference,Patriot League
George Washington,66,Delaware,56,H,Atlantic 10 Conference,Colonial Athletic Association
Harvard,88,George Washington,75,A,Ivy League,Atlantic 10 Conference
George Washington,78,Longwood,65,H,Atlantic 10 Conference,Big South Conference
Vermont,76,George Washington,51,H,America East Conference,Atlantic 10 Conference
St. Bonaventure,71,George Washington,66,A,Atlantic 10 Conference,Atlantic 10 Conference
St. Louis,63,George Washington,58,H,Atlantic 10 Conference,Atlantic 10 Conference
Duquesne,66,George Washington,61,A,Atlantic 10 Conference,Atlantic 10 Conference
George Washington,73,George Mason,67,H,Atlantic 10 Conference,Atlantic 10 Conference
George Washington,75,Massachusetts,51,A,Atlantic 10 Conference,Atlantic 10 Conference
Fordham,59,George Washington,54,H,Atlantic 10 Conference,Atlantic 10 Conference
George Washington,85,St. Joseph's,69,H,Atlantic 10 Conference,Atlantic 10 Conference
George Washington,107,Davidson,104,H,Atlantic 10 Conference,Atlantic 10 Conference
Richmond,76,George Washington,54,H,Atlantic 10 Conference,Atlantic 10 Conference
St. Bonaventure,72,George Washington,47,H,Atlantic 10 Conference,Atlantic 10 Conference
Rhode Island,82,George Washington,51,A,Atlantic 10 Conference,Atlantic 10 Conference
George Washington,73,George Mason,67,A,Atlantic 10 Conference,Atlantic 10 Conference
George Washington,70,Duquesne,67,A,Atlantic 10 Conference,Atlantic 10 Conference
La Salle,72,George Washington,62,A,Atlantic 10 Conference,Atlantic 10 Conference
Richmond,73,George Washington,70,A,Atlantic 10 Conference,Atlantic 10 Conference
Virginia Commonwealth,75,George Washington,51,H,Atlantic 10 Conference,Atlantic 10 Conference
Fordham,63,George Washington,52,A,Atlantic 10 Conference,Atlantic 10 Conference
Dayton,76,George Washington,51,H,Atlantic 10 Conference,Atlantic 10 Conference
Fordham,72,George Washington,52,N,Atlantic 10 Conference,Atlantic 10 Conference
Georgetown,81,Mount St. Mary's,68,H,Big East Conference,Northeast Conference
Georgetown,89,Central Arkansas,78,H,Big East Conference,Southland Conference
Penn St.,81,Georgetown,66,A,Big Ten Conference,Big East Conference
Georgetown,91,Georgia St.,83,H,Big East Conference,Sun Belt Conference
Georgetown,82,Texas,66,N,Big East Conference,Big 12 Conference
Duke,81,Georgetown,73,N,Atlantic Coast Conference,Big East Conference
North Carolina-Greensboro,65,Georgetown,61,A,Southern Conference,Big East Conference
Georgetown,81,Oklahoma St.,74,A,Big East Conference,Big 12 Conference
Georgetown,91,Southern Methodist,74,A,Big East Conference,American Athletic Conference
Georgetown,89,Syracuse,79,H,Big East Conference,Atlantic Coast Conference
Georgetown,81,Maryland-Baltimore County,55,H,Big East Conference,America East Conference
Georgetown,99,Samford,71,H,Big East Conference,Southern Conference
Georgetown,80,American,60,H,Big East Conference,Patriot League
Providence,76,Georgetown,60,H,Big East Conference,Big East Conference
Seton Hall,78,Georgetown,62,H,Big East Conference,Big East Conference
Georgetown,87,St. John's (NY),66,H,Big East Conference,Big East Conference
Villanova,80,Georgetown,66,H,Big East Conference,Big East Conference
Georgetown,83,Creighton,80,H,Big East Conference,Big East Conference
Marquette,84,Georgetown,80,A,Big East Conference,Big East Conference
Xavier,66,Georgetown,57,H,Big East Conference,Big East Conference
Butler,69,Georgetown,64,A,Big East Conference,Big East Conference
Georgetown,73,St. John's (NY),72,A,Big East Conference,Big East Conference
Seton Hall,78,Georgetown,71,A,Big East Conference,Big East Conference
Georgetown,76,DePaul,72,H,Big East Conference,Big East Conference
Georgetown,73,Butler,66,A,Big East Conference,Big East Conference
Providence,73,Georgetown,63,A,Big East Conference,Big East Conference
DePaul,74,Georgetown,68,H,Big East Conference,Big East Conference
Marquette,93,Georgetown,72,H,Big East Conference,Big East Conference
Xavier,66,Georgetown,63,A,Big East Conference,Big East Conference
Creighton,91,Georgetown,76,H,Big East Conference,Big East Conference
Villanova,70,Georgetown,69,A,Big East Conference,Big East Conference
St. John's (NY),75,Georgetown,62,H,Big East Conference,Big East Conference
Georgia,91,Western Carolina,72,H,Southeastern Conference,Southern Conference
Georgia,95,Citadel,86,H,Southeastern Conference,Southern Conference
Georgia,100,Delaware St.,66,H,Southeastern Conference,Mid-Eastern Athletic Conference
Georgia,82,Georgia Tech,78,H,Southeastern Conference,Atlantic Coast Conference
Dayton,80,Georgia,61,N,Atlantic 10 Conference,Southeastern Conference
Michigan St.,93,Georgia,85,N,Big Ten Conference,Southeastern Conference
Georgia,95,North Carolina Central,59,H,Southeastern Conference,Mid-Eastern Athletic Conference
Arizona St.,79,Georgia,59,H,Pacific-12 Conference,Southeastern Conference
Georgia,87,Southern Methodist,85,H,Southeastern Conference,American Athletic Conference
Georgia,73,Georgia Southern,64,H,Southeastern Conference,Sun Belt Conference
Georgia,78,Austin Peay,48,H,Southeastern Conference,Ohio Valley Conference
Georgia,65,Memphis,62,A,Southeastern Conference,American Athletic Conference
Kentucky,78,Georgia,69,A,Southeastern Conference,Southeastern Conference
Auburn,82,Georgia,60,H,Southeastern Conference,Southeastern Conference
Georgia,80,Tennessee,63,H,Southeastern Conference,Southeastern Conference
Mississippi St.,91,Georgia,59,H,Southeastern Conference,Southeastern Conference
Kentucky,89,Georgia,79,H,Southeastern Conference,Southeastern Conference
Mississippi,70,Georgia,60,A,Southeastern Conference,Southeastern Conference
Missouri,72,Georgia,69,H,Southeastern Conference,Southeastern Conference
Georgia,63,Texas A&M,48,H,Southeastern Conference,Southeastern Conference
Florida,81,Georgia,75,H,Southeastern Conference,Southeastern Conference
Alabama,105,Georgia,102,A,Southeastern Conference,Southeastern Conference
South Carolina,75,Georgia,59,A,Southeastern Conference,Southeastern Conference
Texas A&M,74,Georgia,69,H,Southeastern Conference,Southeastern Conference
Georgia,65,Auburn,55,H,Southeastern Conference,Southeastern Conference
Georgia,80,Vanderbilt,78,A,Southeastern Conference,Southeastern Conference
South Carolina,94,Georgia,90,H,Southeastern Conference,Southeastern Conference
Georgia,99,Arkansas,89,H,Southeastern Conference,Southeastern Conference
Florida,68,Georgia,54,A,Southeastern Conference,Southeastern Conference
Louisiana St.,94,Georgia,64,H,Southeastern Conference,Southeastern Conference
Georgia,81,Mississippi,63,N,Southeastern Conference,Southeastern Conference
College of Charleston,84,Georgia St.,80,H,Colonial Athletic Association,Sun Belt Conference
Duke,74,Georgia St.,63,H,Atlantic Coast Conference,Sun Belt Conference
Georgetown,91,Georgia St.,83,H,Big East Conference,Sun Belt Conference
Georgia St.,83,Prairie View,74,N,Sun Belt Conference,Southwestern Athletic Conference
Georgia St.,81,Charlotte,78,H,Sun Belt Conference,Conference USA
Georgia St.,83,Dartmouth,80,H,Sun Belt Conference,Ivy League
Georgia St.,73,Mercer,61,A,Sun Belt Conference,Southern Conference
Georgia St.,83,Texas-Arlington,77,H,Sun Belt Conference,Sun Belt Conference
Georgia St.,81,Texas St.,69,H,Sun Belt Conference,Sun Belt Conference
Southern Methodist,85,Georgia St.,76,H,American Athletic Conference,Sun Belt Conference
Georgia St.,69,Appalachian St.,60,A,Sun Belt Conference,Sun Belt Conference
Coastal Carolina,74,Georgia St.,72,H,Sun Belt Conference,Sun Belt Conference
Arkansas St.,90,Georgia St.,87,H,Sun Belt Conference,Sun Belt Conference
Georgia St.,90,Louisiana,52,H,Sun Belt Conference,Sun Belt Conference
Georgia St.,84,Louisiana-Monroe,62,H,Sun Belt Conference,Sun Belt Conference
Georgia St.,72,South Alabama,63,A,Sun Belt Conference,Sun Belt Conference
Troy,75,Georgia St.,65,H,Sun Belt Conference,Sun Belt Conference
Georgia St.,82,Georgia Southern,77,A,Sun Belt Conference,Sun Belt Conference
Georgia St.,76,South Alabama,73,H,Sun Belt Conference,Sun Belt Conference
Troy,84,Georgia St.,78,A,Sun Belt Conference,Sun Belt Conference
Louisiana,80,Georgia St.,78,H,Sun Belt Conference,Sun Belt Conference
Georgia St.,77,Louisiana-Monroe,69,A,Sun Belt Conference,Sun Belt Conference
Georgia St.,76,Appalachian St.,65,H,Sun Belt Conference,Sun Belt Conference
Georgia St.,92,Coastal Carolina,80,H,Sun Belt Conference,Sun Belt Conference
Texas-Arlington,70,Georgia St.,62,H,Sun Belt Conference,Sun Belt Conference
Texas St.,86,Georgia St.,76,H,Sun Belt Conference,Sun Belt Conference
Georgia Southern,79,Georgia St.,70,A,Sun Belt Conference,Sun Belt Conference
Georgia St.,89,Little Rock,70,H,Sun Belt Conference,Sun Belt Conference
Georgia Southern,81,Georgia St.,62,A,Sun Belt Conference,Sun Belt Conference
Georgia Tech,82,North Carolina St.,81,A,Atlantic Coast Conference,Atlantic Coast Conference
Georgia Tech,64,Elon,41,H,Atlantic Coast Conference,Colonial Athletic Association
Georgia,82,Georgia Tech,78,H,Southeastern Conference,Atlantic Coast Conference
Arkansas,62,Georgia Tech,61,A,Southeastern Conference,Atlantic Coast Conference
Georgia Tech,68,Bethune-Cookman,65,H,Atlantic Coast Conference,Mid-Eastern Athletic Conference
Georgia Tech,73,Nebraska,56,H,Atlantic Coast Conference,Big Ten Conference
Syracuse,97,Georgia Tech,63,A,Atlantic Coast Conference,Atlantic Coast Conference
Kentucky,67,Georgia Tech,53,H,Southeastern Conference,Atlantic Coast Conference
Ball St.,65,Georgia Tech,47,A,Mid-American Conference,Atlantic Coast Conference
Georgia Tech,74,Boise St.,60,N,Atlantic Coast Conference,Mountain West Conference
Houston,70,Georgia Tech,59,N,American Athletic Conference,Atlantic Coast Conference
Georgia Tech,70,Hawaii,53,A,Atlantic Coast Conference,Big West Conference
Florida St.,70,Georgia Tech,58,H,Atlantic Coast Conference,Atlantic Coast Conference
Georgia Tech,96,North Carolina,83,A,Atlantic Coast Conference,Atlantic Coast Conference
Duke,73,Georgia Tech,64,A,Atlantic Coast Conference,Atlantic Coast Conference
Georgia Tech,71,Boston College,52,A,Atlantic Coast Conference,Atlantic Coast Conference
Notre Dame,78,Georgia Tech,74,A,Atlantic Coast Conference,Atlantic Coast Conference
Virginia,63,Georgia Tech,58,A,Atlantic Coast Conference,Atlantic Coast Conference
Louisville,68,Georgia Tech,64,H,Atlantic Coast Conference,Atlantic Coast Conference
Georgia Tech,64,North Carolina St.,58,H,Atlantic Coast Conference,Atlantic Coast Conference
Notre Dame,80,Georgia Tech,72,H,Atlantic Coast Conference,Atlantic Coast Conference
Georgia Tech,76,Virginia Tech,57,H,Atlantic Coast Conference,Atlantic Coast Conference
Pittsburgh,73,Georgia Tech,64,H,Atlantic Coast Conference,Atlantic Coast Conference
Georgia Tech,64,Louisville,58,H,Atlantic Coast Conference,Atlantic Coast Conference
Georgia Tech,86,Wake Forest,79,A,Atlantic Coast Conference,Atlantic Coast Conference
Syracuse,79,Georgia Tech,72,H,Atlantic Coast Conference,Atlantic Coast Conference
Georgia Tech,68,Clemson,59,H,Atlantic Coast Conference,Atlantic Coast Conference
Georgia Tech,63,Miami (FL),57,H,Atlantic Coast Conference,Atlantic Coast Conference
Georgia Tech,73,Pittsburgh,57,H,Atlantic Coast Conference,Atlantic Coast Conference
Georgia Tech,65,Clemson,62,A,Atlantic Coast Conference,Atlantic Coast Conference
Gonzaga,95,Alabama St.,64,H,West Coast Conference,Southwestern Athletic Conference
Gonzaga,110,Arkansas-Pine Bluff,60,H,West Coast Conference,Southwestern Athletic Conference
Gonzaga,97,North Dakota,66,H,West Coast Conference,The Summit League
Gonzaga,79,Texas A&M,49,A,West Coast Conference,Southeastern Conference
Gonzaga,72,Texas-Arlington,66,H,West Coast Conference,Sun Belt Conference
Gonzaga,77,Cal St. Bakersfield,49,H,West Coast Conference,Western Athletic Conference
Gonzaga,94,Southern Mississippi,69,N,West Coast Conference,Conference USA
Gonzaga,73,Oregon,72,N,West Coast Conference,Pacific-12 Conference
Michigan,82,Gonzaga,64,N,Big Ten Conference,West Coast Conference
Gonzaga,101,Texas Southern,62,H,West Coast Conference,Southwestern Athletic Conference
Gonzaga,83,Washington,76,A,West Coast Conference,Pacific-12 Conference
Gonzaga,84,Arizona,80,A,West Coast Conference,Pacific-12 Conference
Gonzaga,94,North Carolina,81,H,West Coast Conference,Atlantic Coast Conference
Gonzaga,112,Eastern Washington,77,H,West Coast Conference,Big Sky Conference
Gonzaga,93,Detroit Mercy,72,H,West Coast Conference,Horizon League
Gonzaga,85,Portland,72,A,West Coast Conference,West Coast Conference
Gonzaga,75,Pepperdine,70,H,West Coast Conference,West Coast Conference
